full_nm	brand_nm	keyword	store_nm	addr	poiid	lon_x	lat_y	tel_no	fax_no	is_dining	is_parking	is_lavatory	is_atm	is_7wifi	is_ice	is_hot_dog	is_health_stations	is_ice_cream	is_open_store	is_fruit	is_city_cafe	is_union_pay	is_organic	is_corn	is_makeup	is_muji	is_mister_donuts	is_star_bucks	is_ibon	is_tea	is_sweet_potato	special_store_kind	store_url	data_time
統一超商廣明	統一超商	7-11	廣明	台北市萬華區昆明街285號之3之4	162184              	121.503659357913	25.0368319009187	(02)23023362        	(02)23024232        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣東	統一超商	7-11	廣東	高雄市苓雅區四維二路94之21號	170808              	120.319375	22.622586	(07)7110044         	                    	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣城	統一超商	7-11	廣城	桃園市平鎮區廣達里廣平街20號24號1樓	152143              	121.207695145518	24.9545656165888	(03)4924445         	(03)4920631         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣洽	統一超商	7-11	廣洽	台中市龍井區西濱路三段247號	121301              	120.52294499999999	24.219654	(04)26398952        	(04)26398473        	Y	Y	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣泰	統一超商	7-11	廣泰	桃園市平鎮區廣泰路130號132號	883625              	121.204354	24.945950999999997	(03)4910675         	(03)4913452         	Y	N	N	Y	Y	N	Y	N	Y	N	Y	N	N	Y	Y	N	Y	Y	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣得亨	統一超商	7-11	廣得亨	屏東縣萬丹鄉廈北村下蚶187-10號	166005              	120.466742	22.598423999999998	(08)7074616         	(08)7070275         	Y	Y	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣智	統一超商	7-11	廣智	桃園市龜山區復興一路392-1號	987976              	121.360486	25.054308	(03)3180296         	(03)3181392         	Y	N	Y	Y	Y	N	Y	N	Y	N	Y	Y	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣華	統一超商	7-11	廣華	桃園市龜山區文化三路386號1樓	128243              	121.366593	25.054225	(03)2115427         	(03)2114235         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣進	統一超商	7-11	廣進	新北市新莊區四維路173號	893035              	121.42237899999999	25.021482	(02)82019030        	(02)82014904        	N	N	N	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣裕	統一超商	7-11	廣裕	台中市大雅區中山路145號	155614              	120.64411199999999	24.209072	(04)25600961        	(04)25684560        	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣達	統一超商	7-11	廣達	宜蘭縣冬山鄉廣興村廣興路196號198號	881179              	121.749217	24.669999999999998	(03)9613085         	(03)9613067         	Y	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣福	統一超商	7-11	廣福	桃園市八德區廣福路16號	121482              	121.298995209893	24.9589336312135	(03)3627382         	(03)3668029         	Y	N	Y	Y	Y	Y	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣興	統一超商	7-11	廣興	桃園市平鎮區忠孝路69號及廣東段305號306號	115971              	121.212937149201	24.954545616489398	(03)4953721         	(03)4952534         	Y	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣懋	統一超商	7-11	廣懋	桃園市八德區廣福路578號	126915              	121.285748	24.960304999999998	(03)3769956         	(03)3778796         	Y	Y	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣濟	統一超商	7-11	廣濟	雲林縣古坑鄉東和村廣濟路78號78之1號	991920              	120.569761	23.682899	(05)5264860         	(05)5264811         	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣環	統一超商	7-11	廣環	台中市西屯區環中路二段698號	158093              	120.644256	24.195164	(04)24524421        	(04)24527950        	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣豐	統一超商	7-11	廣豐	屏東縣屏東市大連里廣東路280號280-1號	162818              	120.50110671282799	22.677320667862798	(08)7380538         	(08)7373134         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣瀨	統一超商	7-11	廣瀨	桃園市龜山區忠義路二段13號	117151              	121.353236	25.039133	(03)3180360         	(03)3180125         	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商廣麗	統一超商	7-11	廣麗	新北市中和區廣福路87號89號91號1樓	144371              	121.50207999999999	25.000920999999998	(02)82456964        	(02)82453547        	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商影城	統一超商	7-11	影城	台北市松山區八德路四段245巷35號	164618              	121.564343	25.050442999999998	(02)27634585        	(02)27627392        	Y	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商影華	統一超商	7-11	影華	桃園市中壢區九和一街20號之1樓	935643              	121.22389	24.961608	(03)4275504         	(03)4276481         	N	N	N	Y	Y	N	Y	N	Y	N	N	N	N	N	N	N	N	Y	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德力	統一超商	7-11	德力	桃園市八德區大福里介壽路一段134號136號	164353              	121.302268	24.975299999999997	(03)3778096         	(03)3778098         	Y	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德中	統一超商	7-11	德中	高雄市楠梓區中和里德中路8號1樓	143585              	120.280367	22.721216	(07)5910016         	(07)5910089         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德天	統一超商	7-11	德天	台北市士林區德行西路52號1樓	128313              	121.522989	25.105272	(02)28344941        	(02)28348044        	Y	N	Y	Y	Y	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德文	統一超商	7-11	德文	高雄市鳳山區文山里八德路197號	993317              	120.35808899999999	22.638174	(07)7677524         	(07)7677924         	Y	N	Y	Y	Y	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德正	統一超商	7-11	德正	新北市新店區德正街23巷1號	976932              	121.544057	24.971966	(02)29185319        	(02)29179610        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德民	統一超商	7-11	德民	高雄市楠梓區德民路156號158號	999809              	120.31021199999999	22.726805	(07)3634452         	(07)3655328         	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德玉	統一超商	7-11	德玉	新北市新店區安康路三段195號	138859              	121.48801499999999	24.951684	(02)22144764        	(02)22144831        	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德光	統一超商	7-11	德光	台南市東區崇德路269號	958602              	120.221589	22.978292	(06)2607217         	(06)3364736         	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德安一	統一超商	7-11	德安一	花蓮縣花蓮市德安一街307號	966739              	121.592604	23.970708	(03)8324516         	(03)8326215         	Y	N	Y	Y	Y	Y	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德成	統一超商	7-11	德成	台北市內湖區內湖路2段366號	864325              	121.59086699999999	25.082373999999998	(02)27954608        	(02)27934560        	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德行	統一超商	7-11	德行	台北市士林區忠誠路二段7號1樓	128807              	121.530636379773	25.109080152817498	(02)28341724        	(02)28364445        	Y	N	Y	Y	Y	N	Y	N	N	N	N	Y	Y	N	N	Y	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德庄	統一超商	7-11	德庄	高雄市大寮區中庄里八德路69號71號73號	155245              	120.39328099999999	22.634653999999998	(07)7030164         	(07)7035468         	Y	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德享	統一超商	7-11	德享	桃園市平鎮區南勢里14鄰中豐路南勢二段377號379號381號	170680              	121.21161099999999	24.909571	(03)4398120         	(03)4398476         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德和	統一超商	7-11	德和	新竹縣湖口鄉德興路216號218號	155599              	121.04483403124999	24.910677463879896	(03)5903462         	(03)5904697         	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德旺	統一超商	7-11	德旺	新北市中和區壽德街22號1樓	111647              	121.466219	24.994650999999998	(02)29648813        	(02)29640295        	Y	N	Y	Y	Y	Y	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德昌	統一超商	7-11	德昌	高雄市左營區菜公里文自路236號238號	164423              	120.307828	22.673464	(07)3460165         	(07)3453884         	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德東	統一超商	7-11	德東	台北市士林區德行東路262號1樓	149549              	121.53469299999999	25.109745999999998	(02)28342488        	(02)28348742        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德欣	統一超商	7-11	德欣	基隆市中山區復興路328號之6號之7號1樓	113746              	121.72705852646499	25.1495782904457	(02)24378991        	(02)24376042        	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德芝	統一超商	7-11	德芝	台北市士林區士東路286巷37號	111337              	121.537651	25.11177	(02)28347062        	(02)28343086        	Y	N	N	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德信	統一超商	7-11	德信	基隆市信義區東信路50號52號	117140              	121.76787999999999	25.127919	(02)24669681        	(02)24669683        	Y	N	N	Y	Y	N	N	Y	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德勇	統一超商	7-11	德勇	桃園市八德區大勇里忠勇街365號	931456              	121.30332	24.968104	(03)2188300         	(03)2188342         	Y	N	Y	Y	Y	Y	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德南	統一超商	7-11	德南	台南市仁德區中正路2段224號	891213              	120.25138799999999	22.948645	(06)2494918         	(06)2494948         	Y	N	N	Y	Y	Y	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德城	統一超商	7-11	德城	新北市土城區明德路一段139號141號	171122              	121.465312	24.980214	(02)22648474        	(02)22648603        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德美	統一超商	7-11	德美	彰化縣和美鎮德美路700號	904133              	120.495269	24.11879	(04)7577337         	(04)7577670         	Y	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德致	統一超商	7-11	德致	台北市北投區明德路87號89號1樓	177038              	121.51874937111	25.109047152886	(02)28231984        	(02)28237784        	Y	N	Y	Y	Y	N	N	N	Y	N	Y	Y	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德倫	統一超商	7-11	德倫	台北市大同區承德路3段240號242號1樓	992336              	121.518552	25.072542	(02)25875361        	(02)25933307        	Y	N	Y	Y	Y	N	N	N	N	Y	N	Y	Y	Y	N	Y	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德航	統一超商	7-11	德航	台南市仁德區大同路三段202號	151357              	120.21726699999999	22.957158	(06)2684800         	(06)2684299         	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德偉	統一超商	7-11	德偉	新北市中和區中興街162號164號	148007              	121.499828	24.991505	(02)22429271        	(02)22424176        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德祥	統一超商	7-11	德祥	高雄市楠梓區翠屏里德賢路246號	129040              	120.305526	22.726553	(07)3661723         	(07)3642675         	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德復	統一超商	7-11	德復	基隆市中山區復興路197號	170255              	121.725974	25.146517	(02)24374364        	(02)24374367        	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德發	統一超商	7-11	德發	台南市仁德區中正路三段42號	931559              	120.252344	22.972904	(06)2495272         	(06)2495301         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德華	統一超商	7-11	德華	台北市士林區文林路669號1樓及B1	120799              	121.52219037335699	25.1009171244407	(02)28310427        	(02)28364448        	Y	N	N	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德隆	統一超商	7-11	德隆	桃園市八德區永豐路408號410號1樓	174132              	121.275108193256	24.9722636779505	(03)3781543         	(03)3789338         	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德園	統一超商	7-11	德園	新北市林口區文化二路一段120巷1之1號	154183              	121.368078	25.070598	(02)26068918        	(02)26092425        	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德新	統一超商	7-11	德新	高雄市前鎮區仁愛里新衙路83號85號	911555              	120.317984607838	22.5825163343143	(07)8124289         	(07)8317108         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德聖	統一超商	7-11	德聖	新北市林口區公園路17號	174165              	121.366631	25.067709999999998	(02)26090148        	(02)26090565        	Y	N	N	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德誠	統一超商	7-11	德誠	台北市士林區德行東路106號108號1樓	132954              	121.528702378322	25.1078141484265	(02)28344429        	(02)28349289        	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德僑	統一超商	7-11	德僑	桃園市八德區豐德路31號1樓	996475              	121.29472299999999	24.924764999999997	(03)3659877         	(03)3657741         	Y	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德福	統一超商	7-11	德福	台北市內湖區成功路4段30巷27號29號31號	900636              	121.591748	25.082275	(02)27943371        	(02)27913111        	N	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德毅	統一超商	7-11	德毅	台中市北區尊賢街9號	149033              	120.684787	24.148314	(04)22278757        	(04)22236057        	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德緯	統一超商	7-11	德緯	台南市北區成德里育德二路20鄰308號	153814              	120.20362899999999	23.014208	(06)2525864         	(06)2527487         	Y	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德賢	統一超商	7-11	德賢	高雄市楠梓區翠屏里德賢路594號596號	935883              	120.30039099999999	22.725631999999997	(07)3662023         	(07)3662028         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德鄰	統一超商	7-11	德鄰	台北市信義區松德路127號129號1樓	144669              	121.575297409907	25.037520902182298	(02)27272819        	(02)27274633        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德興	統一超商	7-11	德興	桃園市平鎮區振興路12號	129811              	121.21917099999999	24.945375	(03)4575450         	(03)4593683         	Y	N	N	Y	Y	N	N	N	Y	N	Y	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商德馨	統一超商	7-11	德馨	台北市內湖區洲子街46號	902861              	121.573387	25.07906	(02)87511020        	(02)87511801        	Y	N	N	Y	Y	N	Y	N	Y	N	N	Y	N	N	N	N	Y	Y	N	Y	Y	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶中	統一超商	7-11	慶中	新北市板橋區重慶路194號光明街91號1樓	170990              	121.462498	25.003041999999997	(02)29577176        	(02)29518368        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶平	統一超商	7-11	慶平	台南市安平區慶平路235號1樓	123019              	120.17751299999999	22.99666	(06)2955284         	(06)2993194         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶生	統一超商	7-11	慶生	雲林縣斗六市漢口路167號1樓	992071              	120.540273	23.712842	(05)5377906         	(05)5373403         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶丞	統一超商	7-11	慶丞	苗栗縣頭份市合興里信義路14鄰381號	981510              	120.897331	24.695332999999998	(037)596428         	(037)598547         	Y	Y	Y	Y	Y	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶吉	統一超商	7-11	慶吉	台北市大同區重慶北路三段47號49號1樓	166049              	121.513907366228	25.065754001767797	(02)25954240        	(02)25993495        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶安	統一超商	7-11	慶安	台南市西港區慶安里新興街25-2號	882552              	120.201169	23.12067	(06)7956671         	(06)7961107         	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶竹	統一超商	7-11	慶竹	苗栗縣竹南鎮民族路82號民權路47號	882080              	120.878524	24.685706	(037)480406         	(037)480173         	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶和	統一超商	7-11	慶和	桃園市中壢區後寮一路140號142號1樓	132437              	121.24566417201699	24.9408185683511	(03)4163181         	(03)4667497         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶昌	統一超商	7-11	慶昌	高雄市楠梓區後昌路722號	177120              	120.296781	22.709829	(07)3680748         	(07)3680586         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶昌	統一超商	7-11	慶昌	高雄市楠梓區後昌路722號	177315              	120.296781	22.709829	(07)3680748         	(07)3680586         	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶東	統一超商	7-11	慶東	台南市東區青年路416號	946193              	120.216544	22.99113	(06)2352796         	(06)2095694         	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶國	統一超商	7-11	慶國	台南市安平區慶平路531號	978558              	120.17186099999999	22.997173	(06)2951171         	(06)2951172         	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶祥	統一超商	7-11	慶祥	新北市土城區中華路2段126號1樓	129143              	121.43739099999999	24.973782	(02)22690465        	(02)22694931        	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶華	統一超商	7-11	慶華	高雄市前鎮區光華二路395號	148225              	120.318106	22.617078	(07)3341721         	(07)3387813         	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶斌	統一超商	7-11	慶斌	新北市樹林區中洲街51巷1號	123101              	121.39657899999999	24.970917	(02)26684258        	(02)26684874        	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶福	統一超商	7-11	慶福	桃園市中壢區同慶路277號1樓	923824              	121.25555899999999	24.940091	(03)4379089         	(03)4375281         	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶樹	統一超商	7-11	慶樹	台中市南區樹德里大慶街2段36號	982225              	120.650717771929	24.1156916869999	(04)22609823        	(04)22601482        	Y	N	Y	Y	Y	Y	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶龍	統一超商	7-11	慶龍	基隆市仁愛區南榮路187號1樓	970738              	121.743147537357	25.123727199785897	(02)24264929        	(02)24287083        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶嶸	統一超商	7-11	慶嶸	新北市樹林區保安街一段323號323-1號1樓	130615              	121.417738	24.998148999999998	(02)26853064        	(02)26751957        	Y	N	Y	N	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商慶豐	統一超商	7-11	慶豐	高雄市鼓山區慶豐街1號	171052              	120.29223599999999	22.665730999999997	(07)5524180         	(07)5521962         	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
