full_nm	brand_nm	keyword	store_nm	addr	poiid	lon_x	lat_y	tel_no	fax_no	is_dining	is_parking	is_lavatory	is_atm	is_7wifi	is_ice	is_hot_dog	is_health_stations	is_ice_cream	is_open_store	is_fruit	is_city_cafe	is_union_pay	is_organic	is_corn	is_makeup	is_muji	is_mister_donuts	is_star_bucks	is_ibon	is_tea	is_sweet_potato	special_store_kind	store_url	data_time
統一超商東輝	統一超商	7-11	東輝	台東縣台東市正氣北路389號	138077              	121.133747	22.753804	(089)355923         	(089)355922         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東澓	統一超商	7-11	東澓	台南市東區富農街一段129號	881973              	120.234479	22.981761	(06)2673539         	(06)3363106         	N	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東學	統一超商	7-11	東學	花蓮縣壽豐鄉大學路2段1號	947521              	121.542352	23.893259999999998	(03)8630463         	(03)8630241         	Y	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東橋	統一超商	7-11	東橋	台南市永康區東橋一路28號	131113              	120.235281	23.017135	(06)3020234         	(06)3021640         	Y	Y	Y	Y	Y	N	Y	N	Y	N	Y	Y	N	N	N	N	Y	N	Y	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東糖	統一超商	7-11	東糖	台東縣台東市中興路二段360號1樓	166382              	121.126536	22.768978	(089)238466         	(089)239948         	Y	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東融	統一超商	7-11	東融	新竹縣竹東鎮中興路二段148號1樓	155429              	121.06379899999999	24.75977	(03)5821769         	(03)5836553         	Y	Y	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東館	統一超商	7-11	東館	苗栗縣公館鄉五谷村12鄰71之1號1樓	155533              	120.81943299999999	24.527431999999997	(037)227942         	(037)229817         	Y	Y	Y	Y	Y	N	Y	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東龍	統一超商	7-11	東龍	台南市東區東門路一段362號	165264              	120.218576	22.986575	(06)2008630         	(06)2008634         	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東懋	統一超商	7-11	東懋	桃園市大園區和平西路一段272號274號	944544              	121.18947	25.049501	(03)3855371         	(03)3855325         	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東環	統一超商	7-11	東環	新竹市東區東門街36號1樓	980791              	120.973507	24.804347	(03)5267230         	(03)5269829         	Y	N	N	Y	Y	N	Y	N	N	N	N	Y	N	N	N	N	N	Y	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東豐	統一超商	7-11	東豐	新竹縣竹東鎮東寧里東寧路1段1號	947381              	121.096178	24.72231	(03)5947715         	(03)5945605         	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東關	統一超商	7-11	東關	台中市東勢區中正路191號	142766              	120.82923299999999	24.249309	(04)25887433        	(04)25772463        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東寶	統一超商	7-11	東寶	台中市潭子區昌平路三段152號	880866              	120.67438999999999	24.203920999999998	(04)25344621        	(04)25352061        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東儷	統一超商	7-11	東儷	台中市西屯區臺灣大道四段1727號	154622              	120.61218799999999	24.182160999999997	(04)23590457        	(04)23590740        	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東鑫	統一超商	7-11	東鑫	台北市松山區民生東路4段55巷10號	164803              	121.550472	25.058359	(02)27196327        	(02)27197953        	Y	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商東鑽	統一超商	7-11	東鑽	新竹縣竹東鎮北興路三段517號519號	965138              	121.08167499999999	24.748621999999997	(03)5963395         	(03)5957612         	Y	N	N	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商果林	統一超商	7-11	果林	桃園市大園區果林里3鄰拔子林23之45號1	113573              	121.258113	25.075706	(03)3935321         	(03)3937139         	Y	N	Y	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商林北	統一超商	7-11	林北	台北市中山區民生東路1段46號46-1號1樓	159236              	121.52467299999999	25.057907999999998	(02)25216905        	(02)25672434        	Y	N	N	Y	Y	N	N	N	Y	N	Y	Y	N	Y	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商林田山	統一超商	7-11	林田山	花蓮縣鳳林鎮長橋里長橋路108號1樓	110312              	121.42216699999999	23.714264	(03)8752227         	(03)8751833         	Y	Y	Y	Y	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商林安	統一超商	7-11	林安	台北市中山區林森北路572號	171100              	121.525596	25.064999999999998	(02)25931799        	(02)25924165        	N	N	N	Y	N	N	N	N	N	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商林坊	統一超商	7-11	林坊	台北市南港區東新街80巷1號	978628              	121.58712841884399	25.0462979326264	(02)27893961        	(02)26536996        	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商林宏	統一超商	7-11	林宏	新北市新莊區成功街1號	163626              	121.42623599999999	25.022129999999997	(02)22036415        	(02)22039975        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	Y	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商林頂	統一超商	7-11	林頂	台南市仁德區中山路155號	940999              	120.264017	22.970129	(06)2496005         	(06)2492306         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商林森	統一超商	7-11	林森	台北市中山區林森北路500號	874230              	121.52551799999999	25.061745	(02)25111563        	(02)25672079        	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商林森北	統一超商	7-11	林森北	台北市中山區林森北路380之1號1樓	170510              	121.525399374338	25.0585859765602	(02)25362285        	(02)25361429        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商林鳳營	統一超商	7-11	林鳳營	台南市六甲區中社里林鳳營111-8號1樓	130110              	120.31513799999999	23.244352	(06)6989753         	(06)6994453         	Y	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商林德	統一超商	7-11	林德	高雄市苓雅區林南里林德街37號1樓	135274              	120.317760606179	22.624148479452597	(07)7213735         	(07)7213364         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商林興	統一超商	7-11	林興	屏東縣林邊鄉中山路312號	928760              	120.5127	22.437348	(08)8751644         	(08)8751674         	Y	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商林邊	統一超商	7-11	林邊	屏東縣林邊鄉仁和里中山路275號277號	170288              	120.51430172683	22.4348148225833	(08)8758079         	(08)8758078         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商杰明	統一超商	7-11	杰明	新北市中和區泰和街25號1樓	122865              	121.49941899999999	24.999865	(02)22425701        	(02)82422149        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商杰昕	統一超商	7-11	杰昕	基隆市信義區信二路243號245號	903819              	121.748040541316	25.130055221766998	(02)24236427        	(02)24214020        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商杰昇	統一超商	7-11	杰昇	宜蘭縣五結鄉鎮安村西河路4-6號	913300              	121.76779099999999	24.704311999999998	(03)9654642         	(03)9653350         	Y	N	Y	Y	Y	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商杰朋	統一超商	7-11	杰朋	新北市板橋區新海路385巷10弄11號	174512              	121.458097	25.026377	(02)22574817        	(02)22566175        	Y	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商板民	統一超商	7-11	板民	新北市板橋區三民路二段77號1樓	169808              	121.47939699999999	25.016814	(02)29635213        	(02)29637261        	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商板信	統一超商	7-11	板信	新北市板橋區信義路142號144號146號1樓	170901              	121.45863	24.991909999999997	(02)29647407        	(02)29636064        	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商板南	統一超商	7-11	板南	新北市中和區板南路486號	137133              	121.488064	25.006472	(02)22216293        	(02)22210604        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商板站	統一超商	7-11	板站	新北市板橋區文化路一段54號B1樓(板站)	967879              	121.46409	25.013952999999997	(02)22727815        	(02)29685274        	Y	N	N	N	Y	N	Y	N	Y	Y	N	Y	N	N	Y	N	N	Y	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商板站北	統一超商	7-11	板站北	新北市板橋區文化路一段54號(板站北)	136554              	121.463349	25.014554999999998	(02)22729547        	                    	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商板站東	統一超商	7-11	板站東	新北市板橋區文化路一段54號(板站東)	975700              	121.46432499999999	25.014765	(02)22724021        	(02)22724671        	N	N	N	Y	N	N	Y	N	N	N	N	Y	N	N	N	N	Y	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商板勝	統一超商	7-11	板勝	新北市中和區連城路219巷4號	967385              	121.49443799999999	24.997282	(02)82456044        	(02)82451662        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商板聖	統一超商	7-11	板聖	新北市板橋區文化路二段472號	864060              	121.475066	25.032653999999997	(02)22524835        	(02)22566714        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商板慶	統一超商	7-11	板慶	新北市板橋區忠孝路37號1樓2樓	121208              	121.460999	25.002055	(02)29556584        	(02)29561967        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商板鐵	統一超商	7-11	板鐵	新北市板橋區縣民大道2段7號B1	136417              	121.463815	25.014051	(02)29654131        	                    	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商板權	統一超商	7-11	板權	新北市板橋區民權路198-200號	148948              	121.45910599999999	25.013842	(02)22720703        	(02)29666900        	Y	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松山	統一超商	7-11	松山	台北市信義區忠孝東路5段386號	118970              	121.574124	25.040764	(02)27229915        	(02)23458895        	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松仁	統一超商	7-11	松仁	台北市信義區松仁路213號	906564              	121.568407	25.026747	(02)27299057        	(02)27202543        	Y	N	Y	Y	Y	N	N	N	Y	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松民	統一超商	7-11	松民	台北市松山區三民路10號	162634              	121.56388	25.052391999999998	(02)27480323        	(02)27480294        	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松禾	統一超商	7-11	松禾	台北市松山區塔悠路31號33號	990352              	121.571303	25.050877999999997	(02)37651361        	(02)37655775        	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松竹	統一超商	7-11	松竹	台中市北屯區昌平路二段11-1號	150790              	120.689483	24.180457999999998	(04)22472627        	(04)22425189        	N	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松邑	統一超商	7-11	松邑	新竹市香山區牛埔南路2號	123411              	120.942454	24.792700999999997	(03)5304086         	(03)5303081         	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松旺	統一超商	7-11	松旺	新北市中和區中山路三段108號	902953              	121.477052	25.005803	(02)82276167        	(02)82276829        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松東	統一超商	7-11	松東	台中市北屯區松竹路3段125號	931098              	120.682192	24.181648	(04)22463373        	(04)22463439        	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松林	統一超商	7-11	松林	新北市板橋區松江街109巷1號松江街107號	144393              	121.46902399999999	25.030554	(02)22509964        	(02)22579075        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松信	統一超商	7-11	松信	台北市信義區松信路148號1樓	155061              	121.571913407661	25.0437709240663	(02)27656147        	(02)27641720        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松柏林	統一超商	7-11	松柏林	桃園市八德區介壽路二段685巷50弄2號1樓	123215              	121.29881499999999	24.939401	(03)3685745         	(03)3732027         	Y	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松美	統一超商	7-11	松美	台南市善化區小新里成功路2-2號	127158              	120.31863	23.127406999999998	(06)5851826         	(06)5852035         	Y	N	N	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松家	統一超商	7-11	松家	台北市信義區松山路608號610號	991702              	121.578498	25.035809	(02)27263426        	(02)27264696        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松旅	統一超商	7-11	松旅	高雄市小港區山明里松信路88號1樓	143563              	120.373975	22.560902	(07)8069924         	(07)8069622         	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松泰	統一超商	7-11	松泰	台北市信義區松山路11號1樓	136783              	121.578121	25.04841	(02)27475337        	(02)27420780        	N	N	N	N	N	N	Y	N	Y	N	N	N	N	N	Y	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松航	統一超商	7-11	松航	台北市松山區敦化北路340-9號	135643              	121.551514393488	25.06371899407	(02)25454821        	(02)25459503        	N	N	N	N	Y	N	Y	N	N	Y	N	Y	Y	N	Y	Y	N	Y	Y	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松高	統一超商	7-11	松高	台北市信義區基隆路1段141號1樓	993041              	121.565843403221	25.0432129222209	(02)27670810        	(02)27637075        	Y	N	Y	Y	Y	N	Y	Y	Y	N	Y	Y	Y	Y	N	Y	Y	N	N	Y	Y	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松強	統一超商	7-11	松強	台中市北屯區松安里崇德六路一段47號	950295              	120.694818	24.179797999999998	(04)22432398        	(04)22468648        	Y	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松捷	統一超商	7-11	松捷	台北市信義區忠孝東路五段1之6號	135425              	121.565135	25.041321	(02)27638813        	(02)27468727        	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松盛	統一超商	7-11	松盛	台北市中山區南京東路二段115巷1號	148144              	121.53363999999999	25.052614	(02)25022910        	(02)25014378        	Y	N	Y	Y	Y	N	Y	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松智	統一超商	7-11	松智	台北市信義區莊敬路325巷43號	163534              	121.564814	25.029132999999998	(02)27206585        	(02)27207402        	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松義	統一超商	7-11	松義	台北市信義區松德路271號	147299              	121.574648	25.032912	(02)27274474        	(02)27272452        	Y	N	N	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松運	統一超商	7-11	松運	台北市中山區松江路101號	972778              	121.533228379783	25.051235950770398	(02)25179248        	(02)25172481        	Y	N	Y	Y	Y	N	Y	N	Y	N	N	Y	N	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松豪	統一超商	7-11	松豪	台中市北屯區四平路218號	988267              	120.680359	24.189028999999998	(04)24214950        	(04)24214958        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松潭	統一超商	7-11	松潭	台中市北屯區軍功路二段183號1樓	965356              	120.71951299999999	24.180021	(04)24392157        	(04)24392825        	Y	Y	Y	Y	Y	Y	N	N	Y	N	N	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松興	統一超商	7-11	松興	高雄市小港區松山里高鳳路34-5-6號	159247              	120.37140799999999	22.574883	(07)8071434         	(07)8070834         	Y	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松錢	統一超商	7-11	松錢	台北市信義區松隆路192號194號1樓	159269              	121.57237840810599	25.0468449347933	(02)27658380        	(02)27676152        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松錦	統一超商	7-11	松錦	台北市中山區松江路295號295-1號1樓	114510              	121.53337499999999	25.061017	(02)25170793        	(02)25024229        	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	Y	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松饒	統一超商	7-11	松饒	台北市松山區慈祐里八德路4段767號769號	883223              	121.57801099999999	25.051083	(02)27475146        	(02)27475107        	Y	N	Y	Y	Y	N	N	N	Y	N	Y	Y	Y	N	N	Y	N	N	Y	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商松鑫	統一超商	7-11	松鑫	台北市中山區松江路208號	985279              	121.532967	25.057828999999998	(02)25412232        	(02)25418671        	Y	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	Y		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
